Country,City,Line,Phase,Start year,End year,RR?,Length,TunnelPer,Tunnel,Elevated,Atgrade,Stations,Platform Length (Meters),Source1,Cost,Currency,Year,PPP rate,Real cost,Cost/km (Millions),Inflation Index,Real cost (2025 dollars),Cost/km (2025 dollars),Source2,Reference,,,,
FR,Paris,Line 1,Line 1 extension,2021,2030,0,4.9,100.00%,4.9,0,0,3,,Plan,"1,385",EUR,2017,1.3,1800.5,367.4,1.306417265,"2,352.2",480.0,Media,"https://94.citoyens.com/2020/le-prolongement-du-metro-1-a-val-de-fontenay-en-enquete-publique-fin-2021,10-12-2020.html",,,,
UK,London,Jubilee line,Jubilee line extension,1993,1999,0,16,80.00%,12.8,0,0,11,,Wiki,"3,500",GBP,1996,1.4,4900,306.3,2.040975143,"10,000.8",625.0,Media,http://news.bbc.co.uk/2/hi/uk_news/529006.stm,,,,
CL,Santiago,Line 7,Line 7,2021,2026,0,24.8,100.00%,24.8,0,0,21,,Plan,"2,900",USD,2022,1.7,4930,198.8,1.094220157,"5,394.5",217.5,Trade,https://www.railwaygazette.com/projects-and-planning/santiago-tenders-line-7-construction/56621.article,,,,
CL,Santiago,Project 63,Project 63,2013,2019,0,37,100.00%,37,0,0,28,,Plan,"3,000",USD,2016,1.7,5100,137.8,1.334248584,"6,804.7",183.9,Plan,https://www.metro.cl/files/documentos/metro-investor-201709.pdf,,,,
BR,Sao Paulo,Line 5,Line 5 extension,2010,2019,0,12,100.00%,12,0,0,11,,Wiki,"6,900",BRL,2014,0.55,3795,316.3,1.352684002,"5,133.4",427.8,Trade,https://www.bnamericas.com/en/news/brazil-metro-cost-overruns-top-us9bn1,,,,
BR,Salvador,Lines 1-2,Lines 1-2,2000,2017,0,33,4.00%,1.4,10.935,20.745,20,,Wiki,"4,800",BRL,2012,0.62,2976,90.2,1.394762058,"4,150.8",125.8,Media,http://patrocinados.estadao.com.br/ccr/salvadors-subway-becomes-a-model-of-success/,,,,
PA,Panama City,Line 1,Line 1,2010,2014,0,13.7,53.00%,7.3,4.69,1.749,12,,Wiki,"2,009",USD,2012,1.74,3495.66,255.2,1.394762058,"4,875.6",355.9,Media,http://elsiglo.com.pa/panama/justifican-costo-linea-1-metro/23828270,,,,
PA,Panama City,Line 2,Line 2,2015,2019,0,21,0.00%,0,21,0,16,,Trade,"2,130",USD,2017,2.01,4281.3,203.9,1.306417265,"5,593.2",266.3,Trade,https://www.railjournal.com/regions/central-south-america/panama-city-metro-line-2-inaugurated/,,,,
PA,Panama City,Line 3,Line 3,2020,2024,0,26.7,0.00%,0,0,0,14,,Trade,"2,507",USD,2020,2.08,5214.56,195.3,1.237308306,"6,452.0",241.6,Trade,https://www.railwaypro.com/wp/south-korean-consortium-to-build-panama-metro-line-3/,,,,
PH,Manila,Line 9,Line 9,2019,2025,0,28.3,100.00%,28.3,0,0,13,,Media,"356,960",PHP,2022,0.055,19632.8,693.7,1.094220157,"21,482.6",759.1,Media,https://rappler.com/business/construction-metro-manila-subway-begins-february-2019,,,,
PH,Manila,Line 7,Line 7,2015,2021,0,22.8,15.00%,3.4,0,0,14,,Measured,"69,300",PHP,2018,0.055,3811.5,167.2,1.275269108,"4,860.7",213.2,Trade,https://www.railwaygazette.com/news/single-view/view/manila-metro-line-7-breaks-ground.html,,,,
PH,Manila,Line 5,Line 5,2019,2025,0,11,100.00%,11,0,0,10,,Media,"2,500",USD,2022,2.66,6650,604.5,1.094220157,"7,276.6",661.5,Media,https://news.abs-cbn.com/business/multimedia/infographic/07/27/18/the-makati-subway,,,,
PH,Manila,Line 4,Line 4,2021,2025,0,15.6,0.00%,0,0,0,11,,Wiki,"59,300",PHP,2023,0.055,3261.5,209.1,1.050957985,"3,427.7",219.7,Media,https://newsinfo.inquirer.net/1211139/mrt-4-project-targeted-for-completion-in-2025,,,,
AT,Vienna,Line 2,Line 2 extension,2010,2013,0,4.2,0.00%,0,2.63,1.57,3,,Media,320,EUR,2012,1.3,416,99.0,1.394762058,580.2,138.1,Media,https://wien.orf.at/news/stories/2607445/,,,,
AT,Vienna,Line 1,Line 1 extension,2012,2017,0,4.7,57.00%,2.7,0.06,2.008,5,,Measured,600,EUR,2015,1.3,780,166.0,1.351080302,"1,053.8",224.2,Plan,https://www.wien.gv.at/stadtentwicklung/projekte/verkehrsplanung/u-bahn/u1-oberlaa.html,,,,
AT,Vienna,U2/U5 cross,U2/U5 cross,2019,2029,0,9,100.00%,9,0,0,11,,Plan,"2,200",EUR,2023,1.3,2860,317.8,1.050957985,"3,005.7",334.0,Media,https://wien.orf.at/news/stories/2940360/,,,,
IN,Kochi,Metro,Metro,2013,2017,0,13,0.00%,0,0,0,11,,Plan,"51,810",INR,2015,0.052,2694.12,207.2,1.351080302,"3,640.0",280.0,Plan,https://kochimetro.org/everything-you-need-to-know-about-the-kochi-metro/,,,,
IN,Delhi,Phase 3,Phase 3,2012,2020,0,160.6,33.00%,53,0,0,109,,Wiki,"410,790",INR,2016,0.05,20539.5,127.9,1.334248584,"27,404.8",170.6,Plan,http://www.delhimetrorail.com/funding.aspx,,,,
IN,Delhi,Phase 4,Phase 4 first half,2019,2025,0,61.7,36.00%,22.3,0,0,46,,Media,"249,487",INR,2022,0.047,11725.8655,190.0,1.094220157,"12,830.7",208.0,Media,https://housing.com/news/delhi-metro-phase-iv-finally-approved-government/,,,,
IN,Delhi,Phase 4,Phase 4 second half,2019,2025,0,42.3,35.00%,14.7,0,0,43,,Media,"215,364",INR,2022,0.047,10122.0845,239.3,1.094220157,"11,075.8",261.8,Media,https://economictimes.indiatimes.com/news/politics-and-nation/operational-loss-in-delhi-metro-phase-iv-project-to-be-borne-by-delhi-govt-sc/articleshow/71008680.cms,,,,
IR,Tehran,Line 3,Line 3 extension to SW,2012,2014,0,12,100.00%,12,0,0,11,,Trade,"20,000,000",IRR,2013,0.00012,2400,200.0,1.374627077,"3,299.1",274.9,Trade,https://www.railjournal.com/passenger/metros/tehran-opens-metro-line-3-extension/,,,,
IR,Tehran,Line 6,Line 6,,2020,0,31,100.00%,31,0,0,29,,Media,"90,000,000",IRR,2017,0.000064,5760,185.8,1.306417265,"7,525.0",242.7,Media,https://financialtribune.com/articles/auto/78612/tehran-municipality-struggling-with-subway-development-costs,,,,
IR,Tehran,Line 7,Line 7,,2019,0,27,100.00%,27,0,0,25,,Media,"90,000,000",IRR,2017,0.000064,5760,213.3,1.306417265,"7,525.0",278.7,Media,https://financialtribune.com/articles/auto/78612/tehran-municipality-struggling-with-subway-development-costs,,,,
ES,Madrid,1995-98 program,1995-98 program,1995,1998,0,56,68.00%,38,0,0,37,,Trade,"1,579",EUR,1997,1.25,1973.75,35.2,1.995196262,"3,938.0",70.3,Trade,https://tunnelbuilder.com/metrosur/edition2pdf/page2.pdf,,,,
ES,Madrid,1999-2003 program,1999-2003 program,1999,2003,0,75,77.00%,58,0,0,39,,Trade,"3,157",EUR,2001,1.25,3946.25,52.6,1.808181818,"7,135.5",95.1,Trade,https://tunnelbuilder.com/metrosur/edition2pdf/page2.pdf,,,,
PT,Lisbon,Circular line,Circular line,2021,2023,0,2,100.00%,2,0,0,2,,Media,216,EUR,2021,1.3,280.8,140.4,1.181787652,331.8,165.9,Trade,https://www.railjournal.com/passenger/metros/european-commission-approves-e83m-for-lisbon-metro-expansion/,,,,
PT,Porto,"Pink line, yellow line","Pink line, yellow line",2019,2023,0,6,47.00%,2.8,0,0,7,,Media,308,EUR,2021,1.3,400.4,66.7,1.181787652,473.2,78.9,Media,https://www.themayor.eu/en/massive-lisbon-metro-expansion-scheduled-for-2020,,,,
ES,Madrid,Eje Transversal,Eje Transversal,2020,2028,1,10.5,100.00%,10.5,0,0,4,,Measured,760,EUR,2024,1.3,988,94.1,1.020848675,"1,008.6",96.1,Plan,https://www.esmadrid.com/sites/default/files/plan_integral_cercanias_madrid_2018_2025.pdf,,,,
ES,Madrid,Line 2,Line 2 extension,2008,2011,0,4.6,100.00%,4.6,0,0,4,,Trade,315,EUR,2010,1.3,409.5,89.0,1.468563121,601.4,130.7,Trade,https://www.metro-report.com/news/metro/single-view/view/madrid-metro-line-2-extended-to-las-rosas.html?sword_list[]=madrid&no_cache=1,,,,
ES,Madrid,Line 9,Line 9 extension,2009,2015,0,3,100.00%,3,0,0,2,,Plan,191,EUR,2012,1.3,248.3,82.8,1.394762058,346.3,115.4,Plan,https://web.archive.org/web/20150328212257/https://www.metromadrid.es/en/comunicacion/prensa/2015/March/noticia09.html,,,,
EC,Quito,Metro,Metro,2012,2019,0,22.9,100.00%,22.9,0,0,15,,Wiki,"2,010",USD,2016,1.9,3819,166.8,1.334248584,"5,095.5",222.5,Plan,http://documents.worldbank.org/curated/en/872611529897472449/pdf/Ecuador-PP-06052018.pdf,,,,
ES,Madrid,Chamartin-Atocha tunnel,Chamartin-Atocha tunnel,2003,2008,1,7.5,100.00%,7.5,0,0,3,,Wiki,550,EUR,2006,1.25,687.5,91.7,1.5884375,"1,092.1",145.6,Media,https://elpais.com/elpais/2008/07/09/actualidad/1215591420_850215.html,,,,
FR,Paris,Line 14,Line 14,1993,2007,0,9.2,100.00%,9.2,0,0,9,,Wiki,"1,211",EUR,2004,1.25,1514,164.6,1.695230281,"2,566.6",279.0,Trade,http://www.omegacentre.bartlett.ucl.ac.uk/wp-content/uploads/2014/12/FRANCE_METEOR_PROFILE.pdf,,,,
CA,Toronto,Sheppard,Sheppard,1994,2002,0,5.5,100.00%,5.5,0,0,5,,Media,"1,000",CAD,1998,0.81,810,147.3,1.964595092,"1,591.3",289.3,Media,https://www.theglobeandmail.com/news/toronto/sheppard-subway-extension-a-quarter-the-stops-for-three-times-the-cost/article622366/,,,,
CA,Montreal,Laval extension,Laval extension,2001,2007,0,5.2,100.00%,5.2,0,0,3,,Wiki,745,CAD,2004,0.81,603.45,116.0,1.695230281,"1,023.0",196.7,Media,https://montrealgazette.com/news/local-news/the-sleepy-success-story-of-the-laval-metro-extension,,,,
DE,Karlsruhe,Kombilösung,Kombilösung,2010,2021,1,4.8,100.00%,4.8,0,0,6,,Plan,"1,457",EUR,2016,1.3,1894.49,394.7,1.334248584,"2,527.7",526.6,Plan,https://www.diekombiloesung.de/haeufige-fragen.html,,,,
DE,Dusseldorf,Wehrhahn Line,Wehrhahn Line,2007,2016,0,3.4,100.00%,3.4,0,0,6,,Wiki,929,EUR,2012,1.3,1207.7,355.2,1.394762058,"1,684.5",495.4,Media,https://www.wz.de/nrw/duesseldorf/wehrhahn-linie-wird-noch-viel-teurer_aid-25646289,,,,
US,New York,Line 7,7 extension,2007,2014,0,1.6,100.00%,1.6,0,0,1,,Measured,"2,400",USD,2010,1,2400,1500.0,1.468563121,"3,524.6","2,202.8",Plan,http://web.mta.info/nyct/service/new7LineExtension_to11Avenue.htm,,,,
US,New York,Second Avenue,Second Avenue Phase 1,2007,2016,0,2.7,100.00%,2.7,0,0,3,187,Measured,"4,601",USD,2011,1,4601,1704.1,1.423625961,"6,550.1","2,426.0",Media,http://web.mta.info/capitaldashboard/CPDMega.html,,,,
US,New York,Second Avenue,Second Avenue Phase 2,2019,2029,0,2.6,100.00%,2.6,0,0,3,187,Measured,"6,949",USD,2024,1,6949,2672.7,1.020848675,"7,093.9","2,728.4",Trade,https://www.transit.dot.gov/sites/fta.dot.gov/files/2023-03/NY-New-York-Second-Avenue-Subway-Phase-2-NSE-Profile-FY24.pdf,,,,
US,New York,East Side Access,East Side Access,2007,2022,1,2.8,100.00%,2.8,0,0,1,,Measured,"11,000",USD,2015,1,11000,3928.6,1.351080302,"14,861.9","5,307.8",Media,https://www.nytimes.com/2018/04/25/nyregion/mta-east-side-access-11-billion.html,,,,
US,New York,Gateway,Gateway,2019,2026,1,5.3,100.00%,5.3,0,0,0,,Measured,"9,500",USD,2023,1,9500,1792.5,1.050957985,"9,984.1","1,883.8",Plan,https://www.masstransitmag.com/rail/infrastructure/press-release/21094267/gateway-program-the-hudson-tunnel-projects-trims-14-billion-with-new-financial-plan,,,,
UK,London,Crossrail,Crossrail,2009,2021,1,21,100.00%,21,0,0,8,,Measured,"13,328",GBP,2015,1.4,18659.2,888.5,1.351080302,"25,210.1","1,200.5",FOI,,,,,
FR,Paris,Line 4,Line 4 to Bagneux,2014,2021,0,1.8,100.00%,1.8,0,0,2,,Plan,380,EUR,2011,1.3,494,274.4,1.423625961,703.3,390.7,Plan,http://www.prolongement-m4.fr/sites/default/files/documents/m4-bagneux-dossierpresse_180316_bd.pdf,,,,
FR,Paris,RER E,RER E extension,2018,2022,1,8,100.00%,8,0,0,2,,Wiki,"1,800",EUR,2012,1.3,2340,292.5,1.394762058,"3,263.7",408.0,Media,https://www.usinenouvelle.com/article/le-prolongement-a-l-ouest-de-paris-du-rer-e-devient-enfin-realite.N775434,,,,
FR,Paris,Line 4,Line 4 to Montrouge,2008,2013,0,1.5,100.00%,1.5,0,0,1,,Media,185,EUR,2010,1.3,240.89,160.6,1.468563121,353.8,235.8,Media,https://france3-regions.francetvinfo.fr/paris-ile-de-france/2013/03/22/ligne-4-montrouge-se-met-sur-les-rails-220977.html,,,,
FR,Paris,Line 8,Line 8 to Pointe-du-Lac,2007,2011,0,1.3,0.00%,0,0,0,1,,Wiki,83,EUR,2005,1.25,103.75,79.8,1.639677419,170.1,130.9,Media,https://www.railpassion.fr/materiel-actualites-rp/011-14751-la-ligne-8-du-metro-arrive-a-creteil-pointe-du-lac/,,,,
FR,Paris,Line 13,Line 13 to Courtilles,2005,2008,0,1.9,100.00%,1.9,0,0,2,,Plan,158,EUR,2006,1.25,197.5,103.9,1.5884375,313.7,165.1,Plan,https://web.archive.org/web/20120221232537/http://www.iledefrance.fr/lactualite/transports/metro-rer/ligne-13-deux-nouvelles-stations-a-asnieres-gennevilliers/,,,,
FR,Paris,Line 12,Line 12 to Front Populaire,2007,2012,0,1.5,100.00%,1.5,0,0,1,,Measured,295,EUR,2009,1.3,383.5,255.7,1.492651617,572.4,381.6,Plan,https://plainecommune.fr/projets/transports-et-mobilite/prolongement-de-la-ligne-12/,,,,
FR,Paris,Line 11,Line 11,2016,2024,0,6.3,90.00%,5.7,0.6,0,6,,Measured,"1,084",EUR,2014,1.3,1409.2,223.7,1.352684002,"1,906.2",302.6,Plan,https://www.ratp.fr/en/groupe-ratp/metrotrains/m11-extension-rosny-bois-perrier-and-then-noisy-champs,,,,
IL,Tel Aviv,Red Line,Red Line,2015,2022,0,24,50.00%,12,0,0,34,,Wiki,"17,600",NIS,2018,0.268,4716.8,196.5,1.275269108,"6,015.2",250.6,Media,https://en.globes.co.il/en/article-first-third-of-red-line-completed-1001205843,,,,
IL,Tel Aviv,Green Line,Green Line,2018,2024,0,38.6,12.00%,4.6,0,0,62,,Wiki,"20,000",NIS,2020,0.268,5360,138.9,1.237308306,"6,632.0",171.8,Media,http://www.xinhuanet.com/english/2019-05/21/c_138075072.htm,,,,
NZ,Auckland,City Rail Link,City Rail Link,2013,2024,1,3.5,100.00%,3.5,0,0,4,,Wiki,"4,419",NZD,2018,0.677,2991.663,854.8,1.275269108,"3,815.2","1,090.1",Plan,https://ourauckland.aucklandcouncil.govt.nz/articles/news/2019/04/revised-cost-for-city-rail-link/,,,,
DE,Hamburg,U4,U4 to HafenCity U,2007,2012,0,3.9,100.00%,3.9,0,0,2,,Media,326,EUR,2009,1.3,424.19,108.8,1.492651617,633.2,162.4,Media,https://www.nahverkehrhamburg.de/u4-verlaengerung-in-horner-geest-soll-465-millionen-euro-kosten-9328/,,,,
DE,Hamburg,U4,U4 to Elbbrücken,2014,2018,0,1.3,100.00%,1.3,0,0,1,,Media,178,EUR,2016,1.3,231.4,178.0,1.334248584,308.7,237.5,Media,https://www.nahverkehrhamburg.de/u4-verlaengerung-in-horner-geest-soll-465-millionen-euro-kosten-9328/,,,,
DE,Hamburg,U4,U4 to Dannerallee,2020,,0,2.6,100.00%,2.6,0,0,3,,Media,561,EUR,2021,1.3,729.3,280.5,1.181787652,861.9,331.5,Media,"https://www.ndr.de/nachrichten/hamburg/U5-in-Hamburg-Kosten-fuer-oestlichen-Abschnitt-explodieren,ubahn826.html",,,,
ES,Barcelona,L3,L3 to Trinitat Nova,2001,2008,0,1.9,100.00%,1.9,0,0,2,,Plan,151,EUR,2004,1.25,188.75,99.3,1.695230281,320.0,168.4,Plan,https://pemb.cat/public/docs/794_r6_cat_b2_17_perllongament_linia_3_de_metro_corr.pdf,,,,
ES,Barcelona,Terrassa tunnel,Terrassa tunnel,2008,2015,0,4.5,100.00%,4.5,0,0,3,,Plan,401,EUR,2011,1.3,521.3,115.8,1.423625961,742.1,164.9,Plan,https://govern.cat/govern/docs/2012/10/03/12/36/6b33e55c-7ef4-4200-8517-97c7501d026e.pdf,,,,
ES,Barcelona,Sabadell tunnel,Sabadell tunnel,2006,2017,0,4.4,100.00%,4.4,0,0,4,,Plan,430,EUR,2011,1.3,559,127.0,1.423625961,795.8,180.9,Plan,https://govern.cat/govern/docs/2012/10/03/12/36/6b33e55c-7ef4-4200-8517-97c7501d026e.pdf,,,,
ES,Barcelona,L2,L2 to Badalona,2006,2010,0,0.7,100.00%,0.7,0,0,1,,Plan,70,EUR,2008,1.25,87.5,125.0,1.487341096,130.1,185.9,Plan,http://territori.scot.cat/cat/notices/2010/10/metro_lInia_2_2737.php,,,,
ES,Barcelona,L5,L5 to Vall d'Hebron,2007,2010,0,2.5,100.00%,2.5,0,0,3,,Media,320,EUR,2008,1.25,400,160.0,1.487341096,594.9,238.0,Media,https://www.ccma.cat/324/La-linia-5-del-Metro-de-Barcelona-samplia-dema-amb-les-estacions-del-Carmel-el-Collla-Teixonera-i-Vall-dHebron/noticia/790448/,,,,
ES,Barcelona,L9/10,L9/10,2003,2026,0,47.8,91.00%,43.7,0,0,52,,Plan,"5,954",EUR,2014,1.3,7740.2,161.9,1.352684002,"10,470.0",219.0,Plan,https://www.eib.org/en/projects/pipelines/all/20160937,,,,
ES,Bilbao,Line 3,Line 3,2007,2016,0,5.9,95.00%,5.6,0,0,7,,Measured,279,EUR,2011,1.3,362.7,61.5,1.423625961,516.3,87.5,Media,https://www.eitb.eus/es/noticias/economia/detalle/4706859/inauguracion-linea-3-metro-bilbao-operada-euskotren-8-abril/,,,,
ES,Seville,Line 1,Line 1,2003,2009,0,18.2,64.00%,11.6,6.552,0,22,,Measured,892,EUR,2006,1.25,1115,61.3,1.5884375,"1,771.1",97.3,Media,https://www.diariodesevilla.es/sevilla/construccion-linea-1-Metro-Sevilla_0_1341766366.html,,,,
ES,Malaga,Lines 1-2,Lines 1-2,2006,2014,0,11.3,81.00%,9.2,0,0,17,,Wiki,870,EUR,2010,1.3,1131,100.1,1.468563121,"1,660.9",147.0,Media,https://www.diariosur.es/20130217/local/malaga/obras-metro-malaga-costaran-201302170041.html,,,,
BD,Dhaka,Line 6,Line 6,2015,2022,0,21.3,0.00%,0,0,0,16,,Media,"334,720",BDT,2019,0.032,10711.04,502.9,1.252572783,"13,416.4",629.9,Media,https://www.thedailystar.net/news/bangladesh/transport/news/metro-now-set-cost-50pc-more-3072816,,,,
BD,Dhaka,Line 1,Line 1,2020,2026,0,31.2,64.00%,19.9,0,0,19,,Media,"525,610",BDT,2023,0.032,16819.52,539.1,1.050957985,"17,676.6",566.6,Media,https://bdnews24.com/economy/2019/10/15/govt-approves-two-more-metro-rail-projects-worth-tk-938bn,,,,
BD,Dhaka,Line 5,Line 5,2020,2028,0,19.6,70.00%,14,0,0,14,,Media,"412,380",BDT,2024,0.032,13196.16,673.3,1.020848675,"13,471.3",687.3,Media,https://bdnews24.com/economy/2019/10/15/govt-approves-two-more-metro-rail-projects-worth-tk-938bn,,,,
ID,Jakarta,MRT first phase,MRT first phase,2013,2019,0,15.7,38.00%,5.9,0,0,13,,Media,"13,776,070",IDR,2016,0.000213,2934.30291,186.9,1.334248584,"3,915.1",249.4,Media,https://www.jttri.or.jp/docs/seminar190719-25.pdf,,,,
FR,Lyon,Line A,Line A to Vaulx,2005,2007,0,1,100.00%,1,0,0,1,,Plan,53,EUR,2006,1.25,66.25,66.3,1.5884375,105.2,105.2,Plan,https://web.archive.org/web/20080312071952/http://www.sytral.fr/176.0.html,,,,
FR,Lyon,Line B,Line B to Oullins,2009,2013,0,1.8,100.00%,1.8,0,0,1,,Media,222,EUR,2011,1.3,288.6,160.3,1.423625961,410.9,228.3,Media,https://www.lyon-entreprises.com/actualites/article/le-prolongement-de-la-ligne-b-du-metro-lyonnais-a-oullins-devrait-booster-le-developpement-du-sud-ouest-lyonnais,,,,
FR,Lyon,Line B,Line B to Hospital-Sud,2017,2023,0,2.5,100.00%,2.5,0,0,2,,Plan,394,EUR,2020,1.3,512.2,204.9,1.237308306,633.7,253.5,Plan,http://www.oullins.fr/territoire-d-avenir/prolongement-du-metro-b-382.html,,,,
PK,Lahore,Orange Line,Orange Line,2015,2020,0,27.1,6.00%,1.6,0,0,26,,Wiki,"183,000",PKR,2017,0.033,6039,222.8,1.306417265,"7,889.5",291.1,Media,https://dailytimes.com.pk/470024/punjab-drops-plan-to-connect-orange-line-train-with-metro-bus-railway-station/,,,,
TH,Bangkok,Sukhumvit Line,Sukhumvit Line to Kheka,2012,2018,0,12.8,0.00%,0,0,0,9,,Plan,"21,904",THB,2007,0.087,1905.648,148.9,1.544448303,"2,943.2",229.9,Plan,https://www.mrta.co.th/en/projectelectrictrain/bangkok-and-vicinities/greenline/,,,,
TH,Bangkok,Sukhumvit Line,Sukhumvit Line to Khu Khot,2015,2020,0,19,0.00%,0,0,0,16,,Plan,"58,862",THB,2017,0.081,4767.822,250.9,1.306417265,"6,228.8",327.8,Plan,https://www.mrta.co.th/en/projectelectrictrain/bangkok-and-vicinities/greenline/,,,,
TH,Bangkok,Blue Line,Blue Line extension,2011,2020,0,26.9,20.00%,5.4,0,0,19,,Plan,"71,687",THB,2015,0.081,5806.647,215.9,1.351080302,"7,845.2",291.6,Plan,https://www.mrta.co.th/en/projectelectrictrain/bangkok-and-vicinities/blueline/?AspxAutoDetectCookieSupport=1,,,,
TH,Bangkok,Brown Line,Brown Line,2020,,0,22.1,0.00%,0,0,0,18,,Plan,"48,386",THB,2020,0.081,3919.266,177.3,1.237308306,"4,849.3",219.4,Plan,https://www.mrta.co.th/en/projectelectrictrain/bangkok-and-vicinities/brownline/,,,,
TH,Bangkok,Pink Line,Pink Line,2017,2022,0,34.5,0.00%,0,0,0,30,,Plan,"56,725",THB,2019,0.081,4594.725,133.2,1.252572783,"5,755.2",166.8,Plan,https://www.mrta.co.th/en/projectelectrictrain/bangkok-and-vicinities/pinkline/,,,,
TH,Bangkok,Yellow Line,Yellow Line,2017,2022,0,30.4,0.00%,0,0,0,23,,Wiki,"54,768",THB,2019,0.081,4436.208,145.9,1.252572783,"5,556.7",182.8,Plan,https://www.mrta.co.th/en/projectelectrictrain/bangkok-and-vicinities/yellowline/,,,,
TH,Bangkok,Orange Line,Orange Line,2017,2025,0,35.9,75.00%,27,0,0,28,,Plan,"235,320",THB,2021,0.081,19060.92,530.9,1.181787652,"22,526.0",627.5,Plan,https://www.mrta.co.th/en/projectelectrictrain/bangkok-and-vicinities/orangeline/,,,,
TH,Chiang Mai,Red Line,Red Line,2022,2027,0,15.8,46.00%,7.2,0,0,12,,Measured,"27,000",THB,2024,0.081,2187,138.4,1.020848675,"2,232.6",141.3,Media,https://www.nationthailand.com/business/30382028,,,,
VN,Ho Chi Minh City,Line 1,Line 1,2012,2021,0,19.7,13.00%,2.6,0,0,14,,Plan,"43,600,000",VND,2016,0.000126,5493.6,278.9,1.334248584,"7,329.8",372.1,Media,https://e.vnexpress.net/news/news/hcmc-submits-plans-for-new-2-9-billion-metro-line-4095209.html,,,,
VN,Ho Chi Minh City,Line 2,Line 2 first phase,2020,2026,0,11.3,82.00%,9.3,0,0,11,,Media,"48,000,000",VND,2023,0.000126,6048,535.2,1.050957985,"6,356.2",562.5,Media,https://e.vnexpress.net/news/news/saigon-metro-lines-cost-escalation-cleared-construction-not-to-stop-4002027.html,,,,
VN,Ho Chi Minh City,Line 5,Line 5 first phase,2025,2029,0,8.9,84.00%,7.5,0,0,7,,Media,"41,600,000",VND,2027,0.000126,5241.6,588.9,1,"5,241.6",588.9,Media,https://saigoneer.com/saigon-news/12943-saigon-starts-seeking-investors-for-metro-line-5,,,,
JP,Osaka,Tokaido,Tokaido branch relocation,2015,2023,1,2.4,100.00%,2.4,0,0,1,,Plan,"69,000",JPY,2019,0.01,690,287.5,1.252572783,864.3,360.1,Plan,https://www.westjr.co.jp/global/en/ir/library/fact-sheets/2018/pdf/fact2018.pdf,,,,
JP,Osaka,Higashi Line,Higashi Line,1999,2019,1,20.3,0.00%,0,0,0,0,,Plan,"120,000",JPY,2009,0.0087,1044,51.4,1.492651617,"1,558.3",76.8,Plan,https://www.westjr.co.jp/global/en/ir/library/fact-sheets/2018/pdf/fact2018.pdf,,,,
JP,Osaka,Monorail,Monorail extension,2018,2029,0,8.9,0.00%,0,0,0,4,,Plan,"105,000",JPY,2019,0.01,1050,118.0,1.252572783,"1,315.2",147.8,Plan,http://www.mlit.go.jp/common/001272230.pdf,,,,
JP,Tokyo,Fukutoshin Line,Fukutoshin Line,2001,2008,0,8.9,100.00%,8.9,0,0,8,,Media,"250,000",JPY,2004,0.0074,1850,207.9,1.695230281,"3,136.2",352.4,Media,https://www.japantimes.co.jp/news/2008/06/12/national/fukutoshin-subway-line-debuts/,,,,
JP,Tokyo,Minatomirai Line,Minatomirai Line,1993,2004,1,4.1,100.00%,4.1,0,0,6,,Trade,"257,000",JPY,1998,0.0063,1619.1,394.9,1.964595092,"3,180.9",775.8,Media,https://www.japantimes.co.jp/life/2004/02/13/travel/new-subway-signals-start-of-a-new-era/,,,,
JP,Tokyo,Oedo Line ring,Oedo Line ring,1992,2000,0,27.8,100.00%,27.8,0,0,27,,Plan,"988,600",JPY,1999,0.0064,6327.04,227.6,1.922142857,"12,161.5",437.5,Plan,https://web.archive.org/web/20060517042836/http://www.kotsu.metro.tokyo.jp/news/pdf/sub_t_20060324a_01.pdf,,,,
